TaxonName,Author,accepted_bin
Callicarpa glabrifolia,S.Atkins,Callicarpa glabrifolia
Callicarpa havilandii,(King & Gamble) H.J.Lam,Callicarpa havilandii
Callicarpa hispida,(Moldenke) Bramley,Callicarpa hispida
Callicarpa integerrima,Champ. ex Benth.,Callicarpa integerrima
Callicarpa involucrata,Merr.,Callicarpa involucrata
Callicarpa kerrii,Leerat. & A.J.Paton,Callicarpa kerrii
Callicarpa kinabaluensis,Bakh. & Heine,Callicarpa kinabaluensis
Callicarpa longifolia,Lam.,Callicarpa longifolia
Callicarpa longipetiolata,Merr.,Callicarpa longipetiolata
Callicarpa macrophylla,Vahl,Callicarpa macrophylla
Callicarpa magnifolia,Merr.,Callicarpa magnifolia
Callicarpa maingayi,King & Gamble,Callicarpa maingayi
Callicarpa micrantha,S.Vidal,Callicarpa micrantha
Callicarpa moldenkeana,A.Rajendran & P.Daniel,Callicarpa moldenkeana
Callicarpa nudiflora,Hook. & Arn.,Callicarpa nudiflora
Callicarpa paloensis,Elmer,Callicarpa paloensis
Callicarpa pentandra,Roxb.,Callicarpa pentandra
Callicarpa platyphylla,Merr.,Callicarpa platyphylla
Callicarpa pseudoverticillata,Bramley,Callicarpa pseudoverticillata
Callicarpa psilocalyx,C.B.Clarke,Callicarpa psilocalyx
Callicarpa rubella,Lindl.,Callicarpa rubella
Callicarpa saccata,Steenis,Callicarpa saccata
Callicarpa scandens,(Moldenke) Govaerts,Callicarpa scandens
Callicarpa selleana,Urb. & Ekman,Callicarpa selleana
Callicarpa stapfii,Moldenke,Callicarpa stapfii
Callicarpa subaequalis,Bramley,Callicarpa subaequalis
Callicarpa subglandulosa,Elmer,Callicarpa pentandra
Callicarpa subintegra,Merr.,Callicarpa subintegra
Callicarpa subpubescens,Hook. & Arn.,Callicarpa subpubescens
Callicarpa surigaensis,Merr.,Callicarpa surigaensis
Callicarpa teneriflora,Bramley,Callicarpa teneriflora
Callicarpa tomentosa,(L.) L.,Callicarpa tomentosa
Callicarpa vestita,Wall. ex C.B.Clarke,Callicarpa vestita
Callicarpa yunnanensis,W.Z.Fang,Callicarpa yunnanensis
Callicoma serratifolia,Andrews,Callicoma serratifolia
Calligonum arborescens,Litv.,Calligonum arborescens
Calligonum azel,Maire,Calligonum azel
Calligonum calcareum,Pavlov,Calligonum calcareum
Calligonum elegans,Drobow,Calligonum elegans
Calligonum eriopodum,Bunge,Calligonum eriopodum
Calligonum matteianum,Drobow,Calligonum matteianum
Calligonum molle,Litv.,Calligonum molle
Calligonum paletzkianum,Litv.,Calligonum paletzkianum
Calligonum triste,Litv.,Calligonum triste
Callilepis caerulea,(Hutch.) Leins,Callilepis caerulea
Callistachys lanceolata,Vent.,Callistachys lanceolata
Callisthene castellanosii,H.F.Martins,Callisthene minor
Callisthene dryadum,Duarte,Callisthene dryadum
Callisthene erythroclada,Warm.,Callisthene minor
Callisthene fasciculata,Mart.,Callisthene fasciculata
Callisthene inundata,"O.L.Bueno, A.D.Nilson & R.G.Magalh.",Callisthene inundata
Callisthene kuhlmannii,H.F.Martins,Callisthene minor
Callisthene major,Mart.,Callisthene major
Callisthene microphylla,Warm.,Callisthene microphylla
Callisthene minor,Mart.,Callisthene minor
Callisthene mollissima,Warm.,Callisthene mollissima
Callitris baileyi,C.T.White,Callitris baileyi
Callitris canescens,(Parl.) S.T.Blake,Callitris canescens
Callitris columellaris,F.Muell.,Callitris columellaris
Callitris drummondii,(Parl.) Benth. & Hook.f. ex F.Muell.,Callitris drummondii
Callitris endlicheri,(Parl.) F.M.Bailey,Callitris endlicheri
Callitris macleayana,(F.Muell.) F.Muell.,Callitris macleayana
Callitris monticola,J.Garden,Callitris monticola
Callitris muelleri,(Parl.) Benth. & Hook.f. ex F.Muell.,Callitris muelleri
Callitris neocaledonica,Dümmer,Callitris neocaledonica
Callitris oblonga,Rich.,Callitris oblonga
Callitris preissii,Miq.,Callitris preissii
Callitris rhomboidea,R.Br. ex Rich.,Callitris rhomboidea
Callitris roei,(Endl.) F.Muell.,Callitris roei
Callitris sulcata,(Parl.) Schltr.,Callitris sulcata
Callitris verrucosa,(A.Cunn. ex Endl.) R.Br. ex Mirb.,Callitris verrucosa
Callitropsis nootkatensis,(D.Don) Oerst. ex D.P.Little,Cupressus nootkatensis
Calobota sericea,(Thunb.) Boatwr. & B.-E.van Wyk,Calobota sericea
Calocedrus decurrens,(Torr.) Florin,Calocedrus decurrens
Calocedrus formosana,(Florin) Florin,Calocedrus formosana
Calocedrus macrolepis,Kurz,Calocedrus macrolepis
Calocedrus rupestris,"Aver., T.H.Nguyên & P.K.Lôc",Calocedrus rupestris
Calodendrum capense,(L.f.) Thunb.,Calodendrum capense
Calodendrum eichii,Engl.,Calodendrum eichii
Caloncoba brevipes,(Stapf) Gilg,Caloncoba brevipes
Caloncoba crepiniana,(De Wild. & T.Durand) Gilg,Caloncoba crepiniana
Caloncoba echinata,(Oliv.) Gilg,Caloncoba echinata
Caloncoba flagelliflora,(Mildbr.) Gilg ex Pellegr.,Caloncoba flagelliflora
Caloncoba gilgiana,(Sprague) Gilg,Caloncoba gilgiana
Caloncoba glauca,(P.Beauv.) Gilg,Caloncoba glauca
Caloncoba lophocarpa,(Oliv.) Gilg,Caloncoba lophocarpa
Caloncoba subtomentosa,Gilg,Caloncoba subtomentosa
Caloncoba welwitschii,(Oliv.) Gilg,Caloncoba welwitschii
Calophaca soongorica,Kar. & Kir.,Calophaca soongorica
Calophyllum acidus,Kosterm.,Calophyllum acidus
Calophyllum acutiputamen,P.F.Stevens,Calophyllum acutiputamen
Calophyllum aerarium,P.F.Stevens,Calophyllum aerarium
Calophyllum africanum,Cheek & Q.Luke,Capnophyllum leiocarpon
Calophyllum alboramulum,P.F.Stevens,Calophyllum alboramulum
Calophyllum amblyphyllum,A.C.Sm. & S.P.Darwin,Calophyllum amblyphyllum
Calophyllum andersonii,P.F.Stevens,Calophyllum andersonii
Calophyllum angulare,A.C.Sm.,Calophyllum angulare
Calophyllum apetalum,Willd.,Calophyllum apetalum
Calophyllum archipelagi,P.F.Stevens,Calophyllum archipelagi
Calophyllum ardens,P.F.Stevens,Calophyllum ardens
Calophyllum articulatum,P.F.Stevens,Calophyllum articulatum
Calophyllum aurantiacum,P.F.Stevens,Calophyllum aurantiacum
Calophyllum aureobrunnescens,M.R.Hend. & Wyatt-Sm.,Calophyllum aureobrunnescens
Calophyllum aureum,M.R.Hend. & Wyatt-Sm.,Calophyllum aureum
Calophyllum austroindicum,Kosterm. ex P.F.Stevens,Calophyllum austroindicum
Calophyllum balansae,Pit.,Calophyllum balansae
Calophyllum banyengii,P.F.Stevens,Calophyllum banyengii
Calophyllum bicolor,P.F.Stevens,Calophyllum bicolor
Calophyllum biflorum,M.R.Hend. & Wyatt-Sm.,Calophyllum biflorum
Calophyllum bifurcatum,P.F.Stevens,Calophyllum bifurcatum
Calophyllum blancoi,Planch. & Triana,Calophyllum blancoi
Calophyllum brachyphyllum,Merr.,Calophyllum brachyphyllum
Calophyllum bracteatum,Thwaites,Calophyllum bracteatum
Calophyllum brasiliense,Cambess.,Calophyllum brasiliense
Calophyllum brassii,A.C.Sm.,Calophyllum brassii
Calophyllum burmanni,Wight,Calophyllum burmanni
Calophyllum calaba,L.,Calophyllum calaba
Calophyllum calcicola,P.F.Stevens,Calophyllum calcicola
Calophyllum caledonicum,Vieill. ex Planch. & Triana,Calophyllum caledonicum
Calophyllum canum,Hook.f. ex T.Anderson,Calophyllum canum
Calophyllum carrii,P.F.Stevens,Calophyllum carrii
Calophyllum castaneum,P.F.Stevens,Calophyllum castaneum
Calophyllum caudatum,Kaneh. & Hatus.,Calophyllum caudatum
Calophyllum celebicum,P.F.Stevens,Calophyllum celebicum
Calophyllum cerasiferum,Vesque,Calophyllum cerasiferum
Calophyllum ceriferum,Gagnep. ex P.F.Stevens,Calophyllum ceriferum
Calophyllum chapelieri,Drake,Calophyllum chapelieri
Calophyllum clemensorum,P.F.Stevens,Calophyllum clemensorum
Calophyllum collinum,P.F.Stevens,Calophyllum collinum
Calophyllum comorense,H.Perrier,Calophyllum comorense
Calophyllum complanatum,P.F.Stevens,Calophyllum complanatum
Calophyllum confertum,P.F.Stevens,Calophyllum confertum
Calophyllum confusum,P.F.Stevens,Calophyllum confusum
Calophyllum cordato-oblongum,Thwaites,Calophyllum cordato-oblongum
Calophyllum coriaceum,M.R.Hend. & Wyatt-Sm.,Calophyllum coriaceum
Calophyllum costatum,F.M.Bailey,Calophyllum costatum
Calophyllum costulatum,M.R.Hend. & Wyatt-Sm.,Calophyllum costulatum
Calophyllum cucullatum,Merr.,Calophyllum cucullatum
Calophyllum cuneifolium,Thwaites,Calophyllum cuneifolium
Calophyllum dasypodium,Miq.,Calophyllum dasypodium
Calophyllum depressinervosum,M.R.Hend. & Wyatt-Sm.,Calophyllum depressinervosum
Calophyllum dioscurii,P.F.Stevens,Calophyllum dioscurii
Calophyllum dispar,P.F.Stevens,Calophyllum dispar
Calophyllum dongnaiense,Pierre,Calophyllum dongnaiense
Calophyllum drouhardii,H.Perrier,Calophyllum drouhardii
Calophyllum dryobalanoides,Pierre,Calophyllum dryobalanoides
Calophyllum echinatum,P.F.Stevens,Calophyllum echinatum
Calophyllum elegans,Ridl.,Calophyllum elegans
Calophyllum enervosum,M.R.Hend. & Wyatt-Sm.,Calophyllum enervosum
Calophyllum eputamen,P.F.Stevens,Calophyllum eputamen
Calophyllum euryphyllum,Lauterb.,Calophyllum euryphyllum
Calophyllum exiticostatum,P.F.Stevens,Calophyllum exiticostatum
Calophyllum ferrugineum,Ridl.,Calophyllum ferrugineum
Calophyllum fibrosum,P.F.Stevens,Calophyllum fibrosum
Calophyllum flavoramulum,M.R.Hend. & Wyatt-Sm.,Calophyllum flavoramulum
Calophyllum fraseri,M.R.Hend. & Wyatt-Sm.,Calophyllum fraseri
Calophyllum garcinioides,P.F.Stevens,Calophyllum garcinioides
Calophyllum glaucescens,Ridl.,Calophyllum glaucescens
Calophyllum goniocarpum,P.F.Stevens,Calophyllum goniocarpum
Calophyllum gracilipes,Merr.,Calophyllum gracilipes
Calophyllum gracillimum,M.R.Hend. & Wyatt-Sm.,Calophyllum gracillimum
Calophyllum grandiflorum,J.J.Sm.,Calophyllum grandiflorum
Calophyllum griseum,P.F.Stevens,Calophyllum griseum
Calophyllum havilandii,P.F.Stevens,Calophyllum havilandii
Calophyllum heterophyllum,P.F.Stevens,Calophyllum heterophyllum
Calophyllum hexapetalum,Hook.f.,Calophyllum hexapetalum
Calophyllum hirasimum,P.F.Stevens,Calophyllum hirasimum
Calophyllum hosei,Ridl.,Calophyllum hosei
Calophyllum humbertii,P.F.Stevens,Calophyllum humbertii
Calophyllum incumbens,P.F.Stevens,Calophyllum incumbens
Calophyllum inophyllum,L.,Calophyllum inophyllum
Calophyllum insularum,P.F.Stevens,Calophyllum insularum
Calophyllum lanigerum,Miq.,Calophyllum lanigerum
Calophyllum lankaensis,Kosterm.,Calophyllum lankaensis
Calophyllum laticostatum,P.F.Stevens,Calophyllum laticostatum
Calophyllum laxiflorum,Drake,Calophyllum laxiflorum
Calophyllum leleanii,P.F.Stevens,Calophyllum leleanii
Calophyllum leptocladum,A.C.Sm. & S.P.Darwin,Calophyllum leptocladum
Calophyllum leucocarpum,A.C.Sm.,Calophyllum leucocarpum
Calophyllum lingulatum,P.F.Stevens,Calophyllum lingulatum
Calophyllum lonchophyllum,O.Schwarz,Calophyllum lonchophyllum
Calophyllum longifolium,Willd.,Calophyllum longifolium
Calophyllum lowei,Planch. & Triana,Calophyllum lowei
Calophyllum macrocarpum,Hook.f.,Calophyllum macrocarpum
Calophyllum macrophyllum,Scheff.,Calophyllum macrophyllum
Calophyllum membranaceum,Gardner & Champ.,Calophyllum membranaceum
Calophyllum milvum,P.F.Stevens,Calophyllum milvum
Calophyllum molle,King,Calophyllum molle
Calophyllum moonii,Wight,Calophyllum moonii
Calophyllum morobensis,P.F.Stevens,Calophyllum morobensis
Calophyllum mukunense,P.F.Stevens,Calophyllum mukunense
Calophyllum multitudinis,P.F.Stevens,Calophyllum multitudinis
Calophyllum neoebudicum,Guillaumin,Calophyllum neoebudicum
Calophyllum nodosum,Vesque,Calophyllum nodosum
Calophyllum novoguineense,Kaneh. & Hatus.,Calophyllum novoguineense
Calophyllum nubicola,D'Arcy & R.C.Keating,Calophyllum nubicola
Calophyllum obliquinervium,Merr.,Calophyllum obliquinervium
Calophyllum obscurum,P.F.Stevens,Calophyllum obscurum
Calophyllum oliganthum,Merr.,Calophyllum oliganthum
Calophyllum pachyphyllum,Planch. & Triana,Calophyllum pachyphyllum
Calophyllum paniculatum,P.F.Stevens,Calophyllum paniculatum
Calophyllum papuanum,Lauterb.,Calophyllum papuanum
Calophyllum parkeri,C.E.C.Fisch.,Calophyllum parkeri
Calophyllum parviflorum,Bojer ex Baker,Calophyllum parviflorum
Calophyllum parvifolium,Choisy,Calophyllum parvifolium
Calophyllum pascalianum,"B.R.Ramesh, Ayyappan & De Franceschi",Calophyllum pascalianum
Calophyllum pauciflorum,A.C.Sm.,Calophyllum pauciflorum
Calophyllum peekelii,Lauterb.,Calophyllum peekelii
Calophyllum pelewense,P.F.Stevens,Calophyllum pelewense
Calophyllum pentapetalum,(Blanco) Merr.,Calophyllum pentapetalum
Calophyllum persimile,P.F.Stevens,Calophyllum persimile
Calophyllum pervillei,Drake,Calophyllum pervillei
Calophyllum piluliferum,P.F.Stevens,Calophyllum piluliferum
Calophyllum pinetorum,Bisse,Calophyllum pinetorum
Calophyllum pisiferum,Planch. & Triana,Calophyllum pisiferum
Calophyllum poilanei,Gagnep. ex P.F.Stevens,Calophyllum poilanei
Calophyllum polyanthum,Wall. ex Planch. & Triana,Calophyllum polyanthum
Calophyllum praetermissum,P.F.Stevens,Calophyllum praetermissum
Calophyllum pulcherrimum,Wall. ex Choisy,Calophyllum pulcherrimum
Calophyllum pyriforme,P.F.Stevens,Calophyllum pyriforme
Calophyllum recedens,Jum. & H.Perrier,Calophyllum recedens
Calophyllum recurvatum,P.F.Stevens,Calophyllum recurvatum
Calophyllum rigidulum,P.F.Stevens,Calophyllum rigidulum
Calophyllum rigidum,Miq.,Calophyllum rigidum
Calophyllum rivulare,Bisse,Calophyllum rivulare
Calophyllum robustum,P.F.Stevens,Calophyllum robustum
Calophyllum roseocostatum,P.F.Stevens,Calophyllum roseocostatum
Calophyllum rotundifolium,Ridl.,Calophyllum rotundifolium
Calophyllum rubiginosum,M.R.Hend. & Wyatt-Sm.,Calophyllum rubiginosum
Calophyllum rufigemmatum,Hend. & Wyatt-Sm. ex P.F.Stevens,Calophyllum rufigemmatum
Calophyllum rufinerve,Kaneh. & Hatus.,Calophyllum rufinerve
Calophyllum rugosum,P.F.Stevens,Calophyllum rugosum
Calophyllum rupicola,Ridl.,Calophyllum rupicola
Calophyllum sakarium,P.F.Stevens,Calophyllum sakarium
Calophyllum savannarum,A.C.Sm.,Calophyllum savannarum
Calophyllum sclerophyllum,Vesque,Calophyllum sclerophyllum
Calophyllum scriblitifolium,M.R.Hend. & Wyatt-Sm.,Calophyllum scriblitifolium
Calophyllum sil,Lauterb.,Calophyllum sil
Calophyllum soulattri,Burm.f.,Calophyllum soulattri
Calophyllum stipitatum,P.F.Stevens,Calophyllum stipitatum
Calophyllum streimannii,P.F.Stevens,Calophyllum streimannii
Calophyllum suberosum,P.F.Stevens,Calophyllum suberosum
Calophyllum subhorizontale,M.R.Hend. & Wyatt-Sm.,Calophyllum subhorizontale
Calophyllum subsessile,King,Calophyllum subsessile
Calophyllum sundaicum,P.F.Stevens,Calophyllum sundaicum
Calophyllum symingtonianum,M.R.Hend. & Wyatt-Sm.,Calophyllum symingtonianum
Calophyllum tacamahaca,Willd.,Calophyllum tacamahaca
Calophyllum tetrapterum,Miq.,Calophyllum tetrapterum
Calophyllum teysmannii,Miq.,Calophyllum teysmannii
Calophyllum thorelii,Pierre,Calophyllum thorelii
Calophyllum thuriferum,Poepp.,Calophyllum thuriferum
Calophyllum thwaitesii,Planch. & Triana,Calophyllum thwaitesii
Calophyllum tomentosum,Wight,Calophyllum tomentosum
Calophyllum touranense,Gagnep. ex P.F.Stevens,Calophyllum tournanense
Calophyllum trachycaule,Lauterb.,Calophyllum trachycaule
Calophyllum trapezifolium,Thwaites,Calophyllum trapezifolium
Calophyllum undulatum,P.F.Stevens,Calophyllum undulatum
Calophyllum utile,Bisse,Calophyllum utile
Calophyllum vanoverberghii,Merr.,Calophyllum vanoverberghii
Calophyllum venulosum,Zoll.,Calophyllum venulosum
Calophyllum vergens,P.F.Stevens,Calophyllum vergens
Calophyllum vernicosum,P.F.Stevens,Calophyllum vernicosum
Calophyllum verticillatum,P.F.Stevens,Calophyllum verticillatum
Calophyllum vexans,P.F.Stevens,Calophyllum vexans
Calophyllum vitiense,Turrill,Calophyllum vitiense
Calophyllum waliense,P.F.Stevens,Calophyllum waliense
Calophyllum walkeri,Wight,Calophyllum walkeri
Calophyllum wallichianum,Planch. & Triana,Calophyllum wallichianum
Calophyllum whitfordii,Merr.,Calophyllum whitfordii
Calophyllum woodii,P.F.Stevens,Calophyllum woodii
Calothamnus rupestris,Schauer,Calothamnus rupestris
Calotropis procera,(Aiton) W.T.Aiton,Calotropis procera
Calpocalyx atlanticus,Villiers,Calpocalyx atlanticus
Calpocalyx aubrevillei,Pellegr.,Calpocalyx aubrevillei
Calpocalyx brevibracteatus,Harms,Calpocalyx brevibracteatus
Calpocalyx brevifolius,Villiers,Calpocalyx brevifolius
Calpocalyx cauliflorus,Hoyle,Calpocalyx cauliflorus
Calpocalyx dinklagei,Harms,Calpocalyx dinklagei
Calpocalyx heitzii,Pellegr.,Calpocalyx heitzii
Calpocalyx klainei,Pierre ex Harms,Calpocalyx klainei
Calpocalyx le-testui,Pellegr.,Calpocalyx letestui
Calpocalyx ngouniensis,Pellegr.,Calpocalyx ngounyensis
Calpocalyx winkleri,(Harms) Harms,Calpocalyx winkleri
Calpurnia aurea,(Aiton) Benth.,Calpurnia aurea
Calpurnia capensis,(Burm.f.) Druce,Calpurnia capensis
Calpurnia glabrata,Brummitt,Calpurnia glabrata
Calpurnia reflexa,A.J.Beaumont,Calpurnia reflexa
Calpurnia villosa,Harv.,Calpurnia villosa
Calycogonium apiculatum,Urb. & Ekman,Calycogonium apiculatum
Calycogonium ellipticum,C. Wright,Calycogonium ellipticum
Calycogonium heterophyllum,Naudin,Calycogonium heterophyllum
Calycogonium impressum,Urb. & Ekman,Calycogonium impressum
Calycogonium lomense,(Urb.) Judd & Skean,Calycogonium lomense
Calycogonium reticulatum,(Cogn.) Judd & Skean,Calycogonium reticulatum
Calycogonium squamulosum,Cogn.,Calycogonium squamulosum
Calycogonium torbecianum,Urb. & Ekman,Calycogonium torbecianum
Calycolpus aequatorialis,Landrum,Calycolpus aequatorialis
Calycolpus andersonii,Landrum,Calycolpus andersonii
Calycolpus calophyllus,(Kunth) O.Berg,Calycolpus calophyllus
Calycolpus cochleatus,McVaugh,Calycolpus cochleatus
Calycolpus goetheanus,(Mart. ex DC.) O.Berg,Calycolpus goetheanus
Calycolpus legrandii,Mattos,Calycolpus legrandii
Calycolpus moritzianus,(O.Berg) Burret,Calycolpus moritzianus
Calycolpus revolutus,(Schauer) O.Berg,Calycolpus revolutus
Calycolpus roraimensis,Steyerm.,Calycolpus roraimensis
Calycolpus sessiliflorus,Landrum,Calycolpus sessiliflorus
Calycolpus surinamensis,McVaugh,Calycolpus surinamensis
Calycolpus warscewiczianus,O.Berg,Calycolpus warscewiczianus
Calycolpus warszewiczianus,O. Berg,Calycolpus warszewiczianus
Calycopeplus casuarinoides,L.S.Sm.,Calycopeplus casuarinoides
Calycopeplus marginatus,Benth.,Calycopeplus marginatus
Calycopeplus oligandrus,P.I.Forst.,Calycopeplus oligandrus
Calycophyllum candidissimum,(Vahl) DC.,Calycophyllum candidissimum
Calycophyllum megistocaulum,(K.Krause) C.M.Taylor,Calycophyllum megistocaulum
Calycophyllum merumense,Steyerm.,Calycophyllum merumense
Calycophyllum multiflorum,Griseb.,Calycophyllum multiflorum
Calycophyllum obovatum,(Ducke) Ducke,Calycophyllum obovatum
Calycophyllum papillosum,J.H.Kirkbr.,Calycophyllum papillosum
Calycophyllum spectabile,Steyerm.,Calycophyllum spectabile
Calycophyllum spruceanum,(Benth.) Hook.f. ex K.Schum.,Calycophyllum spruceanum
Calycophyllum tefense,J.H.Kirkbr.,Calycophyllum tefense
Calycophyllum venezuelense,Steyerm.,Calycophyllum venezuelense
Calycorectes acutatus,(Miq.) Toledo,Calycorectes acutatus
Calycorectes batavorum,McVaugh,Calycorectes batavorum
Calycorectes belemii,Mattos,Calycorectes belemii
Calycorectes bergii,Sandwith,Calycorectes bergii
Calycorectes beruttii,Mattos,Calycorectes beruttii
Calycorectes costatus,Mattos & D.Legrand,Calycorectes costatus
Calycorectes cucullatus,Mattos,Calycorectes cucullatus
Calycorectes dardanoi,Mattos,Calycorectes dardanoi
Calycorectes dominicanus,Mattos,Calycorectes dominicanus
Calycorectes enormis,McVaugh,Calycorectes enormis
Calycorectes ferrugineus,Mattos,Calycorectes ferrugineus
Calycorectes fluminensis,Mattos,Calycorectes fluminensis
Calycorectes grandifolius,O.Berg,Calycorectes grandifolius
Calycorectes heringerianus,Mattos,Calycorectes heringerianus
Calycorectes langsdorffii,O.Berg,Calycorectes langsdorffii
Calycorectes martianus,O.Berg,Calycorectes martianus
Calycorectes maximus,McVaugh,Calycorectes maximus
Calycorectes mexicanus,O.Berg,Calycorectes mexicanus
Calycorectes orlandoi,Mattos,Calycorectes orlandoi
Calycorectes paraguayensis,Mattos,Calycorectes paraguayensis
Calycorectes paranaensis,Mattos,Calycorectes paranaensis
Calycorectes pirataquinensis,Mattos,Calycorectes pirataquinensis
Calycorectes pohlianus,(O.Berg) Kiaersk.,Calycorectes pohlianus
Calycorectes rodriguesii,Mattos & D.Legrand,Calycorectes rodriguesii
Calycorectes rogersianus,Mattos,Calycorectes rogersianus
Calycorectes schottianus,O.Berg,Calycorectes schottianus
Calycorectes wurdackii,McVaugh,Calycorectes wurdackii
Calycosia callithrix,A.C.Sm.,Calycosia callithrix
Calycosia kajewskii,Merr. & L.M.Perry,Calycosia kajewskii
Calycosia lageniformis,(Gillespie) A.C.Sm.,Calycosia lageniformis
Calycosia macrocyatha,Fosberg,Calycosia macrocyatha
Calycosia mamosei,W.N.Takeuchi,Calycosia mamosei
Calycosia petiolata,A.Gray,Calycosia petiolata
Calycosiphonia macrochlamys,(K.Schum.) Robbr.,Calycosiphonia macrochlamys
Calycosiphonia spathicalyx,(K.Schum.) Robbr.,Calycosiphonia spathicalyx
Calymmanthium substerile,F.Ritter,Calymmanthium substerile
